ticker,name,market,exchange,sector,industry,market_cap,cap
006740,Young Poong Paper Manufacturing Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
006800,Mirae Asset Daewoo Securities Co Ltd,KOSPI,KO,기타,,0,SmallCap
006805,Mirae Asset Daewoo Co Ltd,KOSPI,KO,기타,,0,SmallCap
00680K,Mirae Asset Daewoo Co Ltd Pref,KOSPI,KO,기타,,0,SmallCap
006840,Ak Holdings,KOSPI,KO,기타,,0,SmallCap
006880,Singsongholdin,KOSPI,KO,기타,,0,SmallCap
006890,Tae Kyung Chemical Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
006980,Woosung Feed,KOSPI,KO,기타,,0,SmallCap
007070,GS Retail Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
007110,Ilshinstone Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
007120,Mirae ING Co Ltd,KOSPI,KO,기타,,0,SmallCap
007160,Sajo Ind,KOSPI,KO,기타,,0,SmallCap
007210,Byuksan Corp,KOSPI,KO,기타,,0,SmallCap
007280,Korea Steel Co Ltd,KOSPI,KO,기타,,0,SmallCap
007310,Ottogi Corp.,KOSDAQ,KQ,기타,,0,SmallCap
007340,Dong Ah Tire & Rubber Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
007460,NARA KIC Inc.,KOSDAQ,KQ,기타,,0,SmallCap
007540,Sempio Co.,KOSDAQ,KQ,기타,,0,SmallCap
007590,Dongbang Agro Corp.,KOSDAQ,KQ,기타,,0,SmallCap
007660,Isupetasys Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
007680,Daewon Co. Ltd,KOSDAQ,KQ,기타,,0,SmallCap
007690,Kukdo Chemical Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
007700,F&F Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
007810,Korea Circuit Co. Ltd.,KOSPI,KO,기타,,0,SmallCap
007815,Korea Circuit Co. Ltd. Pfd. Series 1,KOSDAQ,KQ,기타,,0,SmallCap
00781K,Korea Circuit Co. Ltd. Pfd. Series 2,KOSDAQ,KQ,기타,,0,SmallCap
007860,Seoyon Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
007980,Pan-Pacific Co. Ltd.,KOSDAQ,KQ,기타,,0,SmallCap
